description,avg_gross_charge,description_clean
LS RPR (SYPHILLIS) (VDRL),63.0,ls rpr (syphillis) (vdrl)
LS RUBELLA SCREEN,108.25,ls rubella screen
LS SEROTONIN - SERUM,421.0,ls serotonin - serum
LS SEROTONIN METABOLITE U,151.75,ls serotonin metabolite u
LS SEX HORMONE BINDING GL,250.0,ls sex hormone binding gl
LS SICKLE CELL SCREEN,179.0,ls sickle cell screen
"LS SODIUM, URINE",68.5,"ls sodium, urine"
LS SOLUBLE TRANSFERRIN RE,336.5,ls soluble transferrin re
LS SOMATOMEDIN-C,255.25,ls somatomedin-c
LS SPECIAL STAIN,206.25,ls special stain
"LS STONE ANALYSIS, QUAL.",173.5,"ls stone analysis, qual."
LS STOOL FOR FATS,98.75,ls stool for fats
LS T CELLS ABSOLUTE CD4 &,475.25,ls t cells absolute cd4 &
LS T CELLS TOTAL COUNT,138.25,ls t cells total count
LS T3 FREE TRIIODOTHYRONI,228.5,ls t3 free triiodothyroni
"LS T3, TOTAL",142.0,"ls t3, total"
LS TACROLIMUS BLOOD,252.0,ls tacrolimus blood
LS TB INTERFERON (QUANTIF,303.75,ls tb interferon (quantif
LS TEGRETOL,154.25,ls tegretol
LS TESTOSTERONE FREE,88.75,ls testosterone free
LS TESTOSTERONE TOTAL,188.0,ls testosterone total
LS THYROGLOBULIN,175.75,ls thyroglobulin
LS THYROID BINDING GLOBUL,178.5,ls thyroid binding globul
LS THYROID STIMULATING IM,485.5,ls thyroid stimulating im
LS THYROXINE TOTAL T4,91.25,ls thyroxine total t4
LS TOBRAMYCIN (PEAK OR TR,107.0,ls tobramycin (peak or tr
LS TOPOMAX,265.25,ls topomax
LS TOXICOLOGICAL SCREEN H,593.0,ls toxicological screen h
LS TOXOPLASMOSIS ANTIBODI,146.75,ls toxoplasmosis antibodi
LS TPO,139.25,ls tpo
LS TRANSFERRIN,150.5,ls transferrin
"LS TRYPSIN, QUAL.",88.5,"ls trypsin, qual."
"LS VANILLYLMANDELIC ACID,",209.25,"ls vanillylmandelic acid,"
LS VARICELLA ZOSTER ABS I,172.75,ls varicella zoster abs i
LS VIRUS CULTURE ISOLATIO,323.5,ls virus culture isolatio
LS VITAMIN B-6,275.75,ls vitamin b-6
LS VITAMIN B1 (THIAMINE),299.5,ls vitamin b1 (thiamine)
"LS VITAMIN D 1, 25 HYDROX",394.5,"ls vitamin d 1, 25 hydrox"
LS VITAMIN E (TOCOPHEROL),216.25,ls vitamin e (tocopherol)
LS WEST NILE VIRUS ABS,149.0,ls west nile virus abs
LS WEST NILE VIRUS ABS IG,141.25,ls west nile virus abs ig
"LS ZINC, URINE OR SERUM (",127.25,"ls zinc, urine or serum ("
LSMYSOLINE,222.75,lsmysoline
LUBIPROSTONE 24 MCG CAP,52.25,lubiprostone 24 mcg cap
LUBIPROSTONE 8 MCG CAP,42.0,lubiprostone 8 mcg cap
"LUKI, ASPIRATING TUBE",11.08,"luki, aspirating tube"
LUMATEPERONE 42 MG CAP,208.25,lumateperone 42 mg cap
LUMBAR MYELOGRAM,1429.25,lumbar myelogram
LUMBAR PILLOW ROLL,48.5,lumbar pillow roll
LUMBAR SPINE,3357.75,lumbar spine
LUMBAR SPINE 2-3 VIEW,495.5,lumbar spine 2-3 view
LUMBAR SPINE COMP MIN 4 V,580.0,lumbar spine comp min 4 v
LUMBAR SPINE FLEX/EXT,494.25,lumbar spine flex/ext
LUMBAR SPINE W/CONTRAST,3093.75,lumbar spine w/contrast
LUMBAR SPINE W/O CONTRAST,2435.75,lumbar spine w/o contrast
LUMBAR SPINE W/O W/CONTRA,3223.25,lumbar spine w/o w/contra
LUMBAR SPINE WITH CONTRAS,3917.25,lumbar spine with contras
LUNG PERFUSION IMAGING,1380.75,lung perfusion imaging
LURASIDONE 120 MG TAB,229.25,lurasidone 120 mg tab
LURASIDONE 40 MG TAB,175.25,lurasidone 40 mg tab
LURASIDONE 80 MG TAB,175.25,lurasidone 80 mg tab
LUTEIN 20 MG CAP,4.0,lutein 20 mg cap
LUTEIN 6 MG CAP,2.0,lutein 6 mg cap
LVDS PLATELETS PATHOGEN,173.75,lvds platelets pathogen
LYSINE 500 MG TAB,2.0,lysine 500 mg tab
LamiVUDine 150 MG TAB,38.5,lamivudine 150 mg tab
LamoTRIgine 100 MG TAB,2.0,lamotrigine 100 mg tab
LamoTRIgine 25 MG TAB,2.0,lamotrigine 25 mg tab
LevETIRAcetam 100 MG/ML SOLN,2.25,levetiracetam 100 mg/ml soln
LevETIRAcetam 500 MG TAB,3.0,levetiracetam 500 mg tab
LevETIRAcetam 500 MG TB24,5.75,levetiracetam 500 mg tb24
LevETIRAcetam 500 MG/5 ML VIAL,38.0,levetiracetam 500 mg/5 ml vial
LevETIRAcetam 750 MG TAB,2.5,levetiracetam 750 mg tab
MACITENTAN 10 MG TAB,2.0,macitentan 10 mg tab
MACROAGGREGATED UP TO 10M,483.25,macroaggregated up to 10m
MAFENIDE ACETATE 50 GRAM PACK,257.25,mafenide acetate 50 gram pack
MAFENIDE ACETATE 85 MG/G CREA,365.0,mafenide acetate 85 mg/g crea
MAG 3 TC 99M PER VIAL,592.75,mag 3 tc 99m per vial
MAGDELAY 64 MG TBER,2.0,magdelay 64 mg tber
MAGNESIUM,100.0,magnesium
MAGNESIUM CITRATE  SOLN,23.625,magnesium citrate soln
MAGNESIUM GLUCONATE 30 MG (550 MG) TAB,2.0,magnesium gluconate 30 mg (550 mg) tab
MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP,14.5,magnesium hydroxide 400 mg/5 ml susp
MAGNESIUM OXIDE 400 MG TAB,2.0,magnesium oxide 400 mg tab
MAGNESIUM OXIDE 500 MG TAB,3.25,magnesium oxide 500 mg tab
MAGNESIUM SULFATE 4.06 MEQ/ML (50 %) SOLN,38.0,magnesium sulfate 4.06 meq/ml (50 %) soln
MAGNESIUM SULFATE 4.06 MEQ/ML VIAL,38.0,magnesium sulfate 4.06 meq/ml vial
MAGNESIUM SULFATE IN WATER 4% (2 GM/50 ML) PGBK,38.0,magnesium sulfate in water 4% (2 gm/50 ml) pgbk
MAGNESIUM SULFATE IN WATER 8% (4 GM/50 ML) PGBK,74.0,magnesium sulfate in water 8% (4 gm/50 ml) pgbk
MAJOR JOINT ASP/INJ,149.25,major joint asp/inj
MALYUGIN RING,394.0,malyugin ring
MAMMARY IMPLANT,1982.5,mammary implant
MAMMO DIAGNOSTIC DIGITAL,383.9166666666667,mammo diagnostic digital
MAMMO DIGITAL SCREENING,400.0,mammo digital screening
"MAMMO TOMO DIAG, BILATERA",66.75,"mammo tomo diag, bilatera"
MAMMO TOMO SCREENING,66.75,mammo tomo screening
MAMMO TOMO UNILATERAL,66.75,mammo tomo unilateral
MANDIBLE,403.5,mandible
MANIPULATION KNEE JOINT,370.5,manipulation knee joint
MANNITOL 20 % (50 GM/250ML) SOLP,97.75,mannitol 20 % (50 gm/250ml) solp
MANOMETRY ESOPHAGEAL MOTI,1306.75,manometry esophageal moti
MANUAL DIFF,38.0,manual diff
MANUAL PREP/INS OF DRUG D,119.875,manual prep/ins of drug d
MANUAL THERAPY 15 MIN,115.25,manual therapy 15 min
MANUAL THERAPY EA 15 MIN,115.25,manual therapy ea 15 min
MAPROTILINE 25 MG TAB,13.0,maprotiline 25 mg tab
"MARIGEN, 1.75 X 1.75, OME",1292.5,"marigen, 1.75 x 1.75, ome"
"MARIGEN, 4 SQ CM, MIRCO,",1247.85,"marigen, 4 sq cm, mirco,"
"MARIGEN, 8 SQ CM, MICRO,",1473.45,"marigen, 8 sq cm, micro,"
MARLEX MESH,311.19,marlex mesh
MASSAGE,100.75,massage
MASSAGE EA 15 MIN,100.75,massage ea 15 min
MASSAGE-CURTIS,100.75,massage-curtis
MASSAGE-TRENTON,100.75,massage-trenton
"MASTOIDS, MULTIPLE VIEWS",667.75,"mastoids, multiple views"
MATERNITY MEDICAL SUPPLIE,18.92,maternity medical supplie
MCCOOK SCHOOLS SPEECH SVC,15.0,mccook schools speech svc
MDI ACUTE AIRWAY OBSTRUCT,225.25,mdi acute airway obstruct
MDI DAILY MGMT/EVAL,141.0,mdi daily mgmt/eval
MDI INITIAL,225.25,mdi initial
MEASLES/MUMPS/RUBELLA LIVE VAC. 1000-12500 TCID50/0.5 ML VIAL,425.5,measles/mumps/rubella live vac. 1000-12500 tcid50/0.5 ml vial
MECKEL'S STUDY,1827.0,meckel's study
MECLIZINE 25 MG TAB,2.0,meclizine 25 mg tab
MECONIUM ASPIRATOR,14.06,meconium aspirator
MED NUTRITION SELF REFERR,79.5,med nutrition self referr
MEDICAL NUTR-CURT INITIAL,88.75,medical nutr-curt initial
MEDICAL NUTR-CURTIS RE-AS,72.75,medical nutr-curtis re-as
MEDICAL NUTR-TREN INITIAL,88.75,medical nutr-tren initial
MEDICAL NUTR-TRENTON RE-A,72.75,medical nutr-trenton re-a
MEDICAL NUTRITION GROUP P,52.5,medical nutrition group p
MEDICAL NUTRITION INIT AS,98.75,medical nutrition init as
MEDICAL NUTRITION RE-ASSE,92.0,medical nutrition re-asse
MEDICAL NUTRITION SELF RE,79.5,medical nutrition self re
MEDROXYPROGEST ACE (CONTR,183.5,medroxyprogest ace (contr
MEGESTROL 20 MG TAB,2.0,megestrol 20 mg tab
MEGESTROL 400 MG/10 ML (40 MG/ML) SUSP,90.875,megestrol 400 mg/10 ml (40 mg/ml) susp
MELATONIN 10 MG CAP,2.5,melatonin 10 mg cap
MELATONIN 5 MG TAB,4.0,melatonin 5 mg tab
MELOXICAM 7.5 MG TAB,2.0,meloxicam 7.5 mg tab
MEMANTINE 10 MG/5 ML SOLN,35.5,memantine 10 mg/5 ml soln
MEMANTINE 28 MG CSPX,95.75,memantine 28 mg cspx
MEMANTINE 5 MG TAB,4.0,memantine 5 mg tab
MEMANTINE 7 MG CSPX,96.75,memantine 7 mg cspx
MEMANTINE-DONEPEZIL 28-10 MG CSPX,110.5,memantine-donepezil 28-10 mg cspx
MENINGOCOC VAC ACYW135 (PF) 50 MCG SOLR,556.5,meningococ vac acyw135 (pf) 50 mcg solr
MENISCAL CINCH,823.65,meniscal cinch
"MENISCECTOMY ELECTRODE, 4",140.16,"meniscectomy electrode, 4"
"MENISCECTOMY ELECTRODE, 9",140.16,"meniscectomy electrode, 9"
MENISCUS MENDER,1011.5,meniscus mender
MENTHOL 4 % GEL,35.75,menthol 4 % gel
MENTHOL 5% GEL 5% GEL,60.5,menthol 5% gel 5% gel
MENTHOL 5.4 MG LOZG,2.0,menthol 5.4 mg lozg
MENTHOL-ZINC OXIDE 0.44-20.6 % OINT,23.5,menthol-zinc oxide 0.44-20.6 % oint
MEPERIDINE 100 MG/ML VIAL,38.0,meperidine 100 mg/ml vial
MEPERIDINE 50 MG TAB,10.75,meperidine 50 mg tab
MEPERIDINE 50 MG/ML SYRG,71.25,meperidine 50 mg/ml syrg
MEPERIDINE 50 MG/ML VIAL,38.0,meperidine 50 mg/ml vial
MEPERIDINE 75 MG/ML SYRG,56.25,meperidine 75 mg/ml syrg
MEPIVACAINE (PF) 1% 1 % (10 MG/ML) SOLN,78.25,mepivacaine (pf) 1% 1 % (10 mg/ml) soln
MEPIVACAINE (PF) 1.5% 1.5 % (15 MG/ML) SOLN,103.25,mepivacaine (pf) 1.5% 1.5 % (15 mg/ml) soln
MEPOLIZUMAB 100 MG SOLR,4929.25,mepolizumab 100 mg solr
MEROPENEM 1 GRAM SOLR,43.0,meropenem 1 gram solr
MESALAMINE 0.375 GRAM CP24,24.5,mesalamine 0.375 gram cp24
MESALAMINE 1.2 GRAM TBEC,60.0,mesalamine 1.2 gram tbec
MESALAMINE 400 MG CPDR,35.5,mesalamine 400 mg cpdr
MESALAMINE 500 MG CPER,51.5,mesalamine 500 mg cper
MESALAMINE 800 MG TBEC,67.75,mesalamine 800 mg tbec
MESH - SURGISIS,1080.0,mesh - surgisis
MESH ARTHROFLEX,2894.0,mesh arthroflex
"MESH KUGEL, CIRCLE, LARGE",847.96,"mesh kugel, circle, large"
"MESH KUGEL, OVAL, MED",827.15,"mesh kugel, oval, med"
"MESH KUGEL, OVAL, SMALL",768.6,"mesh kugel, oval, small"
MESH PERMACOL 10X10,3873.8700000000003,mesh permacol 10x10
MESH PERMACOL 20x30,25567.44,mesh permacol 20x30
MESH PERMACOL LARGE,11621.57,mesh permacol large
MESH PHSE,525.75,mesh phse
MESH VISILEX,837.25,mesh visilex
"MESH, 3D MAX, LEFT, XLARG",875.68,"mesh, 3d max, left, xlarg"
"MESH, 3D MAX, RIGHT, XLAR",875.68,"mesh, 3d max, right, xlar"
"MESH, DEXTILE ANTOMICAL,",461.6533333333333,"mesh, dextile antomical,"
"MESH, GELFILM",304.45,"mesh, gelfilm"
"MESH, PAREITEX COMPOSITE",1833.72,"mesh, pareitex composite"
"MESH, PARIETEX COMPOSITE",1216.162,"mesh, parietex composite"
"MESH, PROLENE",722.5,"mesh, prolene"
"MESH,PARIETEX, PROGRIP SE",551.25,"mesh,parietex, progrip se"
MESNA 100 MG/ML SOLN,182.5,mesna 100 mg/ml soln
"METANEB, INITIAL",225.25,"metaneb, initial"
"METANEB, SUBSEQUENT",225.25,"metaneb, subsequent"
METAXALONE 800 MG TAB,13.5,metaxalone 800 mg tab
METHADONE 10 MG TAB,3.75,methadone 10 mg tab
METHENAMINE HIPPURATE 1 GRAM TAB,19.0,methenamine hippurate 1 gram tab
METHIMAZOLE 10 MG TAB,2.75,methimazole 10 mg tab
METHOCARBAMOL 500 MG TAB,2.0,methocarbamol 500 mg tab
METHOTREXATE 2.5 MG TAB,22.25,methotrexate 2.5 mg tab
METHOTREXATE SODIUM 25 MG/ML SOLN,80.0,methotrexate sodium 25 mg/ml soln
METHYL SALICYLATEMENTHOLCAMPHOR  OINT,12.5,methyl salicylatementholcamphor oint
METHYLCELLULOSE (LAXATIVE) 2 GM POWD,6.25,methylcellulose (laxative) 2 gm powd
METHYLCELLULOSE (LAXATIVE) 500 MG TAB,2.0,methylcellulose (laxative) 500 mg tab
METHYLDOPA 250 MG TAB,2.0,methyldopa 250 mg tab
METHYLDOPA 500 MG TAB,3.0,methyldopa 500 mg tab
METHYLDOPATE 250 MG/5 ML VIAL,74.5,methyldopate 250 mg/5 ml vial
METHYLENE BLUE 0.5% (5 MG/ML) AMP,863.5,methylene blue 0.5% (5 mg/ml) amp
METHYLENE BLUE 1 % (10 MG/ML) SOLN,53.5,methylene blue 1 % (10 mg/ml) soln
METHYLERGONOVINE 0.2 MG TAB,126.0,methylergonovine 0.2 mg tab
METHYLERGONOVINE 0.2 MG/ML (1 ML) SOLN,126.75,methylergonovine 0.2 mg/ml (1 ml) soln
METHYLNALTREXONE 12 MG/0.6 ML SOLN,270.75,methylnaltrexone 12 mg/0.6 ml soln
METHYLPHENIDATE 10 MG TAB,4.05,methylphenidate 10 mg tab
METHYLPHENIDATE 5 MG TAB,8.5,methylphenidate 5 mg tab
METHYLPREDNISOLONE SOLR 4,43.3,methylprednisolone solr 4
METHYLSULFONYLMETHANE 1000 MG CAP,2.0,methylsulfonylmethane 1000 mg cap
METOCLOPRAMIDE 5 MG TAB,6.0,metoclopramide 5 mg tab
METOCLOPRAMIDE 5 MG/ML SOLN,38.0,metoclopramide 5 mg/ml soln
METOLAZONE 2.5 MG TAB,20.5,metolazone 2.5 mg tab
METOPROLOL SUCCINATE 100 MG TB24,15.75,metoprolol succinate 100 mg tb24
METOPROLOL SUCCINATE 25 MG TB24,4.5,metoprolol succinate 25 mg tb24
METOPROLOL SUCCINATE 50 MG TB24,4.5,metoprolol succinate 50 mg tb24
METOPROLOL TARTRATE 25 MG TAB,2.0,metoprolol tartrate 25 mg tab
METOPROLOL TARTRATE 5 MG/5 ML SOLN,38.0,metoprolol tartrate 5 mg/5 ml soln
METOPROLOL TARTRATE 50 MG TAB,2.0,metoprolol tartrate 50 mg tab
METRONIDAZOLE 1 % GEL,643.0,metronidazole 1 % gel
MEXILETINE 150 MG CAP,7.75,mexiletine 150 mg cap
MEXILETINE 200 MG CAP,18.5,mexiletine 200 mg cap
MIC LAP INTRODUCER KIT,700.88,mic lap introducer kit
MICAFUNGIN 100 MG SOLR,280.5,micafungin 100 mg solr
MICAFUNGIN 50 MG SOLR,165.25,micafungin 50 mg solr
MICONAZOLE 2 % CREA,16.5,miconazole 2 % crea
MICROBIAL SKIN SEALANT,226.8,microbial skin sealant
"MICROSCOPIC, URINARY SEDI",54.25,"microscopic, urinary sedi"
MICROSURGERY ADD ON,436.0,microsurgery add on
MIDAZOLAM (CONC.) 5 MG/ML VIAL,38.0,midazolam (conc.) 5 mg/ml vial
MIDAZOLAM (ORAL) 2 MG/ML SYRP,20.5,midazolam (oral) 2 mg/ml syrp
MIDAZOLAM 1 MG/ML SOLN,38.0,midazolam 1 mg/ml soln
MIDAZOLAM 1 MG/ML VIAL,38.0,midazolam 1 mg/ml vial
MIDLINE  PROCEDURE,918.0,midline procedure
MIDODRINE 2.5 MG TAB,7.75,midodrine 2.5 mg tab
MIDODRINE 5 MG TAB,16.25,midodrine 5 mg tab
MILEAGE,0.67,mileage
MILEAGE OT,0.67,mileage ot
MILEAGE SPEECH,0.67,mileage speech
MILLER-ABBOTT TRAY,106.0,miller-abbott tray
MINERAL OIL (HEAVY - PO) HEAVY OIL,10.0,mineral oil (heavy - po) heavy oil
MINERAL OIL (LIGHT - TOP) LIGHT OIL,12.5,mineral oil (light - top) light oil
MINERAL OIL 100% ENEM,12.5,mineral oil 100% enem
MINERAL OIL-HYDROPHIL PETROLAT  OINT,31.5,mineral oil-hydrophil petrolat oint
MINI SCORPION,2242.0,mini scorpion
MINOCYCLINE 100 MG CAP,7.75,minocycline 100 mg cap
MINOCYCLINE 50 MG CAP,3.75,minocycline 50 mg cap
MINOR PACKS,125.75,minor packs
MINOXIDIL 10 MG TAB,3.0,minoxidil 10 mg tab
MINOXIDIL 2.5 MG TAB,3.0,minoxidil 2.5 mg tab
MIRABEGRON 25 MG TB24,93.0,mirabegron 25 mg tb24
MIRABEGRON 50 MG TB24,93.0,mirabegron 50 mg tb24
MIRENA 20 MCG/24 HR 52 MG,1197.0,mirena 20 mcg/24 hr 52 mg
MIRENA 52MG,1415.5,mirena 52mg
MIRTAZAPINE 15 MG TAB,2.0,mirtazapine 15 mg tab
MIRTAZAPINE 30 MG TAB,2.0,mirtazapine 30 mg tab
MISOPROSTOL 100 MCG TAB,5.5,misoprostol 100 mcg tab
MITEK J HOOK APPLIER,307.5,mitek j hook applier
MITEK J HOOK FASTENER,430.5,mitek j hook fastener
MITOCHONDRIAL AB IGG (AMA,210.75,mitochondrial ab igg (ama
MITOMYCIN 40 MG SOLR,2888.5,mitomycin 40 mg solr
"MMR, VACCINE",107.75,"mmr, vaccine"
MN MYO PERF SPECT MULTI,4694.25,mn myo perf spect multi
MODIFIED BARIUM SWALLOW,509.0,modified barium swallow
MODIFIED BARIUM SWALLOW E,650.5,modified barium swallow e
MOEXIPRIL 7.5 MG TAB,7.5,moexipril 7.5 mg tab
MOMETASONE 0.1 % CREA,43.0,mometasone 0.1 % crea
MOMETASONE 0.1 % OINT,65.75,mometasone 0.1 % oint
MOMETASONE 100 MCG/ACTUATION HFAA,178.75,mometasone 100 mcg/actuation hfaa
MOMETASONE 220 MCG/ACTUATION AEPB,94.75,mometasone 220 mcg/actuation aepb
MOMETASONE FUROATE NASAL 50 MCG/ACTUATION SPRY,136.25,mometasone furoate nasal 50 mcg/actuation spry
MOMETASONE-FORMOTEROL 100-5 MCG/ACTUATION HFAA,153.5,mometasone-formoterol 100-5 mcg/actuation hfaa
MOMETASONE-FORMOTEROL 200-5 MCG/ACTUATION HFAA,81.33333333333333,mometasone-formoterol 200-5 mcg/actuation hfaa
MONITOR,146.74,monitor
MONITORING PATCH (NOVII),143.34,monitoring patch (novii)
MONTELUKAST 10 MG TAB,4.25,montelukast 10 mg tab
MONTELUKAST 4 MG CHEW,3.75,montelukast 4 mg chew
MONTELUKAST 5 MG CHEW,2.0,montelukast 5 mg chew
MORPHINE SULFATE 10 MG/ML SYRG,38.0,morphine sulfate 10 mg/ml syrg
MORPHINE SULFATE 10 MG/ML VIAL,95.25,morphine sulfate 10 mg/ml vial
MORPHINE SULFATE 10MG/0.5ML SOLN,4.0,morphine sulfate 10mg/0.5ml soln
MORPHINE SULFATE 2 MG/ML SYRG,38.0,morphine sulfate 2 mg/ml syrg
MORPHINE SULFATE 25 MG/ML VIAL,65.0,morphine sulfate 25 mg/ml vial
MORPHINE SULFATE 4 MG/ML VIAL,38.0,morphine sulfate 4 mg/ml vial
MORPHINE SULFATE 5 MG/ML VIAL,38.0,morphine sulfate 5 mg/ml vial
MORPHINE SULFATE 50 MG/ML VIAL,38.0,morphine sulfate 50 mg/ml vial
MORPHINE SULFATE CR 100 MG TBER,10.0,morphine sulfate cr 100 mg tber
MORPHINE SULFATE CR 15 MG TBER,6.5,morphine sulfate cr 15 mg tber
MOXIFLOXACIN 400 MG TAB,16.0,moxifloxacin 400 mg tab
MOXIFLOXACIN HCL 0.5 % DROP,235.33333333333334,moxifloxacin hcl 0.5 % drop
MOXIFLOXACIN IN SALINE 400 MG/250 ML PGBK,251.25,moxifloxacin in saline 400 mg/250 ml pgbk
MRSA NASAL SCREENING,134.25,mrsa nasal screening
MULTI-VITAMIN INFUSION 3300 UNIT-200 UNIT-150 MCG/10 SOLN,84.75,multi-vitamin infusion 3300 unit-200 unit-150 mcg/10 soln
MULTIFIRE SCORPIAN NEEDLE,510.0,multifire scorpian needle
MULTIPLE SLEEP LATENCY TE,2611.0,multiple sleep latency te
MULTIVITAMIN (CHILDREN CHEWABLE) TAB CHEW,2.0,multivitamin (children chewable) tab chew
MULTIVITAMIN W/ IRON (CHILDREN CHEWABLE) TAB CHEW,2.0,multivitamin w/ iron (children chewable) tab chew
MULTIVITAMIN/MULTIMINERAL TAB TAB,2.0,multivitamin/multimineral tab tab
MUPIROCIN 2 % CREA,225.25,mupirocin 2 % crea
MUPIROCIN 2 % OINT,15.5,mupirocin 2 % oint
MV-MIN#22-LUTEIN-OMEG3-DHA-EPA 3.33-200 MG CAP,9.0,mv-min#22-lutein-omeg3-dha-epa 3.33-200 mg cap
MYCOPHENOLATE MOFETIL 500 MG TAB,2.75,mycophenolate mofetil 500 mg tab
MYCOPHENOLATE SODIUM 180 MG TBEC,10.25,mycophenolate sodium 180 mg tbec
MYCOPHENOLATE SODIUM 360 MG TBEC,49.75,mycophenolate sodium 360 mg tbec
MYOCARDIAL STRAIN IMAGING,286.0,myocardial strain imaging
MYOFASCIAL RELEASE EA 15,115.25,myofascial release ea 15
MYRINGOPLASTY,1477.0,myringoplasty
MYRINGOTOMY ASPIR & TYMPA,314.25,myringotomy aspir & tympa
MedroxyPROGESTERone 2.5 MG TAB,2.0,medroxyprogesterone 2.5 mg tab
MedroxyPROGESTERone ACE (CONTRACEP) 150 MG/ML SYRG,207.0,medroxyprogesterone ace (contracep) 150 mg/ml syrg
MedroxyPROGESTERone ACETATE 400 MG/ML SOLN,1350.75,medroxyprogesterone acetate 400 mg/ml soln
MetFORMIN 500 MG TAB,2.0,metformin 500 mg tab
MetFORMIN 850 MG TAB,2.5,metformin 850 mg tab
MetFORMIN XR 500 MG TB24,4.5,metformin xr 500 mg tb24
MethylPREDNISolone 4 MG TAB,3.0,methylprednisolone 4 mg tab
MethylPREDNISolone ACETATE (DEPOT) 40 MG/ML SUSP,59.0,methylprednisolone acetate (depot) 40 mg/ml susp
MethylPREDNISolone ACETATE (DEPOT) 80 MG/ML SUSP,77.25,methylprednisolone acetate (depot) 80 mg/ml susp
MethylPREDNISolone SODIUM SUCCINATE 125 MG/2 ML SOLR,59.0,methylprednisolone sodium succinate 125 mg/2 ml solr
MethylPREDNISolone SODIUM SUCCINATE 500 MG/4 ML SOLR,123.75,methylprednisolone sodium succinate 500 mg/4 ml solr
MetroNIDAZOLE 0.75 % GEL,291.5,metronidazole 0.75 % gel
MetroNIDAZOLE 250 MG TAB,2.75,metronidazole 250 mg tab
MetroNIDAZOLE 500 MG/100 ML PGBK,38.0,metronidazole 500 mg/100 ml pgbk
NA NITRITE-NA THIOSUL-AMYL NIT 300 MG/10 ML- 12.5 GRAM/50 ML KIT,1099.75,na nitrite-na thiosul-amyl nit 300 mg/10 ml- 12.5 gram/50 ml kit
NABUMETONE 500 MG TAB,2.5,nabumetone 500 mg tab
NABUMETONE 750 MG TAB,2.75,nabumetone 750 mg tab
NADOLOL 40 MG TAB,8.5,nadolol 40 mg tab
NAFCILLIN (keg) 10 GRAM SOLR,56.75,nafcillin (keg) 10 gram solr
NAFCILLIN 1 GRAM SOLR,38.0,nafcillin 1 gram solr
NAFCILLIN 2 GRAM SOLR,52.75,nafcillin 2 gram solr
NALBUPHINE 10 MG/ML SOLN,38.0,nalbuphine 10 mg/ml soln
NALBUPHINE 20 MG/ML SOLN,59.0,nalbuphine 20 mg/ml soln
NALDEMEDINE 0.2 MG TAB,91.5,naldemedine 0.2 mg tab
NALOXEGOL 25 MG TAB,85.25,naloxegol 25 mg tab
NALOXONE 0.4 MG/ML SOLN,38.0,naloxone 0.4 mg/ml soln
NALTREXONE 50 MG TAB,8.0,naltrexone 50 mg tab
NAPROXEN (ENTERIC COATED) 500 MG TBEC,8.25,naproxen (enteric coated) 500 mg tbec
NAPROXEN 220 MG TAB,2.0,naproxen 220 mg tab
NAPROXEN 375 MG TAB,3.25,naproxen 375 mg tab
NAPROXEN 500 MG TAB,2.5,naproxen 500 mg tab
NASAL AND EAR TRAY,139.25,nasal and ear tray
NASAL ATOMIZER,24.73,nasal atomizer
"NASAL BONES, COMPLETE",374.5,"nasal bones, complete"
"NASAL ENDOSCOPY, DX",487.625,"nasal endoscopy, dx"
"NASAL ENDOSCOPY, DX MAXIL",381.0,"nasal endoscopy, dx maxil"
"NASAL ENDOSCOPY, W/CONCHA",340.0,"nasal endoscopy, w/concha"
"NASAL ENDOSCOPY, W/ETHMOI",571.0,"nasal endoscopy, w/ethmoi"
NASAL HEMORR-ANTER,234.5,nasal hemorr-anter
NASAL PACKING KIT,264.67,nasal packing kit
NASAL TAMPON,33.53,nasal tampon
NASAL WASHING RSV,99.75,nasal washing rsv
NASAL/SINUS NDSC W/TOT ET,697.0,nasal/sinus ndsc w/tot et
NASALIDE 0.25% SPRAY,84.25,nasalide 0.25% spray
NASOPHARYNGOSCOPY,228.5,nasopharyngoscopy
"NASOSTAT, LARGE",125.75,"nasostat, large"
NATALIZUMAB 300 MG/15 ML SOLN,10650.5,natalizumab 300 mg/15 ml soln
NCTA EMPLOYER BACK EVALUA,131.5,ncta employer back evalua
NEBIVOLOL 5 MG TAB,19.25,nebivolol 5 mg tab
NECK SOFT TISSUE,130.75,neck soft tissue
"NECK, SOFT TISSUE",363.75,"neck, soft tissue"
"NEEDLE & SUTURE CAPTURE,",430.14,"needle & suture capture,"
NEEDLE EPIDURAL EPIMED 16,54.14,needle epidural epimed 16
NEEDLE EPIDURAL TUOHY,12.88,needle epidural tuohy
NEEDLE FINE ASPIRATION,97.75,needle fine aspiration
NEEDLE GUIDANCE,845.25,needle guidance
NEEDLE HUBER  W/TUBING,17.67,needle huber w/tubing
NEEDLE HUBER POWER LOC W/,21.0,needle huber power loc w/
NEEDLE JAMSHIDI BONE MARR,104.0,needle jamshidi bone marr
NEEDLE JAMSHIDI PED INFUS,56.25,needle jamshidi ped infus
NEEDLE LASSO SHORT 70 DEG,315.0,needle lasso short 70 deg
NEEDLE SCLEROTHERAPY,106.72,needle sclerotherapy
NEEDLE SCORPION,535.5,needle scorpion
NEEDLE SET EZ IO,1569.4,needle set ez io
NEEDLE SPINAL,12.0,needle spinal
NEEDLE SPINAL/EPIDURAL,58.75,needle spinal/epidural
