description,avg_gross_charge,description_clean
NEGATIVE PRESSURE WOUND THERAPY<50 SQ CM,265.0,negative pressure wound therapy<50 sq cm
NEGATIVE PRESSURE WOUND THERAPY>50SQ CM,400.0,negative pressure wound therapy>50sq cm
NEOSTIGMINE VIAL PER 0.5 MG,0.5,neostigmine vial per 0.5 mg
NEPTUNE 2 SPECIMEN COLL 4PT MANIFOLD,96.0,neptune 2 specimen coll 4pt manifold
NEPTUNE FLUID TRAP,36.0,neptune fluid trap
NEPTUNE INLINE SPECIMAN TRAP,56.0,neptune inline speciman trap
NERVE STIMULATOR,256.0,nerve stimulator
NEURONTIN 100MG CAPSULE,2.5,neurontin 100mg capsule
NEURONTIN 300MG CAPSULE,2.5,neurontin 300mg capsule
NEUROPLASTY/TRANSPOSITION MEDIAN NERVE,3225.0,neuroplasty/transposition median nerve
NEWBORN HEARING SCREENING,75.0,newborn hearing screening
NEXPLANON IMPLANT [68 MG],1546.0,nexplanon implant [68 mg]
NEZHAT LABAROSCOPIC IRRIGATOR,194.0,nezhat labaroscopic irrigator
NICARDIPINE VIAL [25 MG/ 10 mL],73.0,nicardipine vial [25 mg/ 10 ml]
NICOTINE PATCH 14 MG TRANSDERMAL,7.0,nicotine patch 14 mg transdermal
NICOTINE PATCH 21MG TRANSDERMAL,8.0,nicotine patch 21mg transdermal
NIFEDIPINE ER [30 MG],3.0,nifedipine er [30 mg]
NIPPLE SHIELD 20 MM (SM),30.0,nipple shield 20 mm (sm)
NIPPLE SHIELD 24 MM (STANDARD),31.0,nipple shield 24 mm (standard)
NIPPLE SHIELDS,20.0,nipple shields
NIPPLE SHIELDS: INVERTED,40.0,nipple shields: inverted
NITROFURANTOIN MONO-MAC [100 MG],3.0,nitrofurantoin mono-mac [100 mg]
NITROGLYCERIN 0.4MG TAB,2.5,nitroglycerin 0.4mg tab
NITROGLYCERIN 25MG IN D5W 250 ML BAG IV,77.0,nitroglycerin 25mg in d5w 250 ml bag iv
NITROGLYCERIN OINT 30 GM [2%],97.0,nitroglycerin oint 30 gm [2%]
NITROGLYCERIN PATCH [0.2 MG],3.0,nitroglycerin patch [0.2 mg]
NITROGLYCERIN-D5W [50 MG/ 250 mL],91.0,nitroglycerin-d5w [50 mg/ 250 ml]
NJX AES/STEROID PLANTAR DIGITAL NERVE,155.0,njx aes/steroid plantar digital nerve
NJX INTERLAMINAR LMBR/SAC,1080.0,njx interlaminar lmbr/sac
NJX LMBR/SAC INCL INDEWELLING,1110.0,njx lmbr/sac incl indewelling
NON-STRESS TEST FETAL,390.0,non-stress test fetal
NORCO 5/325 TAB,3.0,norco 5/325 tab
NOREPINEPHRINE PREMIX [4 MG / 250 mL],90.0,norepinephrine premix [4 mg / 250 ml]
NORVASC 5MG TAB,2.5,norvasc 5mg tab
NOVOLIN R VIAL [5 UNITS],2.5,novolin r vial [5 units]
"NS 0.45% 1,000 ML",40.0,"ns 0.45% 1,000 ml"
"NS 0.9% 1,000ML WITH KCL 20MEQ",40.0,"ns 0.9% 1,000ml with kcl 20meq"
NS 0.9% 1000ML,40.0,ns 0.9% 1000ml
NS 0.9% 100ML,40.0,ns 0.9% 100ml
NS 0.9% 250ML,40.0,ns 0.9% 250ml
NS 0.9% 500ML,40.0,ns 0.9% 500ml
NS 0.9% 50ML,40.0,ns 0.9% 50ml
NS 3% 500ML IV,40.0,ns 3% 500ml iv
NSL/SINS ENDOSCOPY ETHMOIDECTOMY PARTIAL,2350.0,nsl/sins endoscopy ethmoidectomy partial
NUBAIN AMP [10 MG/1 ML] (4086),25.0,nubain amp [10 mg/1 ml] (4086)
NUBAIN AMP [20 MG/1 ML] (6777),26.0,nubain amp [20 mg/1 ml] (6777)
NURSERY ROOM LEVEL 3,965.0,nursery room level 3
NYSTATIN 5 ML SOL ORAL,3.0,nystatin 5 ml sol oral
NYSTATIN POWDER 15 GM,12.0,nystatin powder 15 gm
O2 FOAM WRAPS,4.0,o2 foam wraps
O2 HUMIDIFIER (DISPOSABLE),10.5,o2 humidifier (disposable)
O2 MASK,4.0,o2 mask
O2 MASK (PEDIATRIC),4.0,o2 mask (pediatric)
O2 MASK NRB,5.5,o2 mask nrb
O2 NEONATAL RESUSCITATION CIRCUIT SZ 0,52.0,o2 neonatal resuscitation circuit sz 0
O2 SENSOR NASAL ALAR SPO2,74.0,o2 sensor nasal alar spo2
O2 TUBING (14'),4.0,o2 tubing (14')
O2 TUBING (25'),5.0,o2 tubing (25')
O2 TUBING 7' 1115,4.0,o2 tubing 7' 1115
OB PRIVATE ROOM LEVEL I,1470.0,ob private room level i
"OB US <14WKS, ADD'L FETUS",375.0,"ob us <14wks, add'l fetus"
OBSERV INITIAL DAY EA SUBSQ HR,45.04,observ initial day ea subsq hr
OBSERVATION INITIAL DAY INITIAL HOUR,444.0,observation initial day initial hour
OBSERVATION SUBSEQUENT DAY EA HR(MAX 24),61.67,observation subsequent day ea hr(max 24)
OBSERVATION/INPATIENT CARE LEVEL 1,260.0,observation/inpatient care level 1
OBSERVATION/INPATIENT LEVEL 2,352.0,observation/inpatient level 2
OBSERVATION/INPATIENT LEVEL 3,449.0,observation/inpatient level 3
OBSTETRIC PANEL,268.0,obstetric panel
OFFICE VISIT PM EST 1-4,205.0,office visit pm est 1-4
OFFICE VISIT PM EST 12-17,210.0,office visit pm est 12-17
OFFICE VISIT PM EST 18-39,230.0,office visit pm est 18-39
OFFICE VISIT PM EST 40-64,245.0,office visit pm est 40-64
OFFICE VISIT PM EST 5-11,205.0,office visit pm est 5-11
OFFICE VISIT PM EST 65 OVER,265.0,office visit pm est 65 over
OFFICE VISIT PM EST <1 YR,190.0,office visit pm est <1 yr
OFFICE VISIT PM NP (1,215.0,office visit pm np (1
OFFICE VISIT PM NP 1-4,225.0,office visit pm np 1-4
OFFICE VISIT PM NP 12-17,260.0,office visit pm np 12-17
OFFICE VISIT PM NP 18-39,255.0,office visit pm np 18-39
OFFICE VISIT PM NP 40-64,290.0,office visit pm np 40-64
OFFICE VISIT PM NP 65 OVER,315.0,office visit pm np 65 over
OFFICE VISIT PR NP 5-11,235.0,office visit pr np 5-11
OLANZAPINE TAB [2.5 MG],4.0,olanzapine tab [2.5 mg]
OLIGOCLONAL IMMUNE (BANDS),120.0,oligoclonal immune (bands)
OLYMPUS BITE BLOCK,7.0,olympus bite block
OLYMPUS COLD FORCEPS,35.0,olympus cold forceps
OLYMPUS HOT BIOPSY FORCEPS,70.0,olympus hot biopsy forceps
"OPEN TX DISTAL TF JOINT, INTERANAL FIX",4156.0,"open tx distal tf joint, interanal fix"
ORAL AIRWAY 7 CM,4.0,oral airway 7 cm
ORENCIA 250 MG PWVL IV,2767.0,orencia 250 mg pwvl iv
ORIF DISTAL FIBULAR FRACTURE,4400.0,orif distal fibular fracture
ORTHOTIC FITTING/TRAIN INITIAL EA 15 MIN,105.0,orthotic fitting/train initial ea 15 min
ORTHOTIC OUTGROWTH POLICY REPLACEMENT,102.0,orthotic outgrowth policy replacement
ORTHOVISC SYR [30 MG/ 2 mL],185.0,orthovisc syr [30 mg/ 2 ml]
OSELTAMIVIR CAP [30 MG],5.0,oseltamivir cap [30 mg]
OSELTAMIVIR CAP [45 MG],6.0,oseltamivir cap [45 mg]
OSELTAMIVIR CAP [75 MG],5.0,oseltamivir cap [75 mg]
OSELTAMIVIR ORAL SUSP 6 MG/ML [60 ML],35.0,oseltamivir oral susp 6 mg/ml [60 ml]
OSMOLALITY BLOOD,124.0,osmolality blood
OSMOLALITY URINE,110.0,osmolality urine
OSTECTOMY EXCISION OF TARSAL COALITION,4435.0,ostectomy excision of tarsal coalition
"OSTEOTOMY, CALCANEOUS W/WO INTERNAL FIX",5090.0,"osteotomy, calcaneous w/wo internal fix"
OT ADLS/15 MINUTES,120.0,ot adls/15 minutes
OT DEVEL COGNITIVE SKILLS EA ADD 15 MIN,45.0,ot devel cognitive skills ea add 15 min
OT DEVEL COGNITIVE SKILLS INITIAL 15 MIN,45.0,ot devel cognitive skills initial 15 min
OT ELECTRICAL STIMULATION,72.5,ot electrical stimulation
OT EVAL HIGH COMPLEX 60 MIN,220.0,ot eval high complex 60 min
OT EVAL LOW COMPLEX 30 MIN,195.0,ot eval low complex 30 min
OT EVAL MOD COMPLEX 45 MIN,220.0,ot eval mod complex 45 min
OT MANUAL THERAPY,115.0,ot manual therapy
OT MASSAGE THERAPY,65.0,ot massage therapy
OT NEUROMUSCULAR REDUCT.,110.0,ot neuromuscular reduct.
OT PARAFFIN BATH,75.0,ot paraffin bath
OT RE-EVAL EST PLAN CARE,140.0,ot re-eval est plan care
OT THERAP EVAL W COGNITIVE FUNCTION,315.0,ot therap eval w cognitive function
OT THERAPEUTIC ACT/15 MIN,115.0,ot therapeutic act/15 min
OT THERAPEUTIC EXERCISE,110.0,ot therapeutic exercise
OT ULTRASOUND,85.0,ot ultrasound
OTHER RESP PROC - GROUP,215.0,other resp proc - group
OTHER RESP PROC - INDIV PER 15 MIN,72.0,other resp proc - indiv per 15 min
OVA & PARASITE PANEL,110.0,ova & parasite panel
OXIMETRY (ONCE),105.0,oximetry (once)
OXIMETRY MULTIPLE TIMES,290.0,oximetry multiple times
OXIMETRY OVERNIGHT,425.0,oximetry overnight
OXIMETRY SENSOR ADULT,23.0,oximetry sensor adult
OXIMETRY SENSOR NEO/ADULT NEW,52.0,oximetry sensor neo/adult new
OXIMETRY SENSOR NEO/ADULT REPROCESSED,22.0,oximetry sensor neo/adult reprocessed
OXY-MASK END-TIDAL CO2,25.0,oxy-mask end-tidal co2
OXYBUTININ 5MG TAB,2.5,oxybutinin 5mg tab
OXYCODONE TAB [5 MG],2.5,oxycodone tab [5 mg]
OXYCONTIN 10MG TAB,18.0,oxycontin 10mg tab
OXYGEN/DAY - O IP SK ONLY,350.0,oxygen/day - o ip sk only
OXYGEN/HOUR - OP & ER ONLY,30.0,oxygen/hour - op & er only
OXYMETAZOLINE BOTTLE 30 mL [0.05%],8.0,oxymetazoline bottle 30 ml [0.05%]
OXYMETAZOLINE NASAL [0.05%],6.0,oxymetazoline nasal [0.05%]
OXYTOCIN 10 UNITS/1 ML VIAL IV,12.0,oxytocin 10 units/1 ml vial iv
OXYTOCIN PREMIX [30 UNITS / 500 mL],102.0,oxytocin premix [30 units / 500 ml]
PACEMAKER EVALUATION DUAL,95.0,pacemaker evaluation dual
PACEMAKER EVALUATION MULTI - TC,70.0,pacemaker evaluation multi - tc
PACEMAKER EVALUATION SINGLE,70.0,pacemaker evaluation single
PACEMAKER INTERROGATION - TC,55.0,pacemaker interrogation - tc
PACK KNEE ARTHROSCOPY,87.0,pack knee arthroscopy
PACK LAP/CHOLE,117.0,pack lap/chole
PACK ORTHO I MAJOR 88411,80.0,pack ortho i major 88411
PACKING INTRANASAL SPLINT,447.0,packing intranasal splint
PAD CURITY 5X9 STERILE,4.0,pad curity 5x9 sterile
PAIN BUSTER 600mL ON Q,1146.0,pain buster 600ml on q
PAIN CARE ON Q SOAKER,390.0,pain care on q soaker
"PANCREATIC ELASTASE, FECAL",474.0,"pancreatic elastase, fecal"
PANTOPRAZOLE TAB 40 MG,2.5,pantoprazole tab 40 mg
PANTOPRAZOLE VIAL [40 MG],14.0,pantoprazole vial [40 mg]
"PAP COLLECTION, PREPARATION, DELIVER",79.0,"pap collection, preparation, deliver"
"PAP SMEAR, THIN PREP",115.0,"pap smear, thin prep"
PARATHYROID HORMONE,290.0,parathyroid hormone
PARING OR CUTING 2-4 LESIONS,160.0,paring or cuting 2-4 lesions
PARING OR CUTTING SINGLE LESION,96.0,paring or cutting single lesion
PARING/CUTTING B9 HYPERKERATOTIC LESION,135.0,paring/cutting b9 hyperkeratotic lesion
PARING/CUTTING BENIGN HYPERKERATOTIC >4,170.0,paring/cutting benign hyperkeratotic >4
PARTIAL EXCISION BONE TARSAL/META ASSIST,700.0,partial excision bone tarsal/meta assist
"PARTIAL EXCISION BONE, PHALANX OF TOE",3211.0,"partial excision bone, phalanx of toe"
"PARTIAL EXCISION BONE, TARSAL/METATARSAL",4610.0,"partial excision bone, tarsal/metatarsal"
PARTIAL EXCISION BONE; TALUS/CALCANEUS,3425.0,partial excision bone; talus/calcaneus
PARTIAL EXCISION BONE; TARSAL OR METATAR,3255.0,partial excision bone; tarsal or metatar
PARTICLE AGGLUT EACH,80.0,particle agglut each
PASSPORT BUTTON CANNULA 8MMX5CM,187.0,passport button cannula 8mmx5cm
PATCH FETAL MONITOR NOVII,146.0,patch fetal monitor novii
PATHOGEN TEST FOR PLATELETS,115.0,pathogen test for platelets
PATIENT CIRCUIT HIGH FLOW PF-DPC-HIGH,294.0,patient circuit high flow pf-dpc-high
PATIENT W/ NORMAL NEUROLOGICAL EXAM,0.01,patient w/ normal neurological exam
PAXIL 10MG TAB,2.5,paxil 10mg tab
PDS LOOPS EZ10G,248.0,pds loops ez10g
PEAK FLOW METER,42.0,peak flow meter
PEDIATRIC CRITICAL CARE EACH ADD 30 MIN,250.0,pediatric critical care each add 30 min
PEDIATRIC CRITICAL CARE FIRST 30-74 MIN,500.0,pediatric critical care first 30-74 min
PEEP VALVE,10.5,peep valve
PEG TUBE KIT #20FR,243.0,peg tube kit #20fr
PERCUT IMPLANT NEUROSTIM; SACRAL NERVE,3000.0,percut implant neurostim; sacral nerve
PERI/GYN PACK W/TIBURON LITHOTOMY DRAPE,42.0,peri/gyn pack w/tiburon lithotomy drape
PERIPHERIAL SMEAR,85.0,peripherial smear
PESSARY INTEGRA MILTEX RING SZ4,146.0,pessary integra miltex ring sz4
PET SCAN W/CT; SKULL TO MID-THIGH,6480.0,pet scan w/ct; skull to mid-thigh
PET SCAN W/CT; WHOLE BODY,6470.0,pet scan w/ct; whole body
"PH, BODY FLUID,EXCEPT BLOOD",61.0,"ph, body fluid,except blood"
PHALANGEAL REAMER 22MM,1500.0,phalangeal reamer 22mm
"PHALANGECTOMY, TOE, EACH TOE",4200.0,"phalangectomy, toe, each toe"
PHASE I RECOVERY EACH ADDL 30 MINUTES,300.0,phase i recovery each addl 30 minutes
PHASE I RECOVERY ROOM 1-30 MINUTES,500.0,phase i recovery room 1-30 minutes
PHASE I RECOVERY ROOM 121-150 MINUTES,1345.0,phase i recovery room 121-150 minutes
PHASE I RECOVERY ROOM 31-60 MINUTES,895.0,phase i recovery room 31-60 minutes
PHASE I RECOVERY ROOM 61-90 MINUTES,1035.0,phase i recovery room 61-90 minutes
PHASE I RECOVERY ROOM 91-120 MINUTES,1060.0,phase i recovery room 91-120 minutes
PHASE II RECOVERY ADDITIONAL 30 MINUTES,100.0,phase ii recovery additional 30 minutes
PHASE II RECOVERY ROOM 1 HOUR,260.0,phase ii recovery room 1 hour
PHASE II RECOVERY ROOM 1-30 MINUTES,200.0,phase ii recovery room 1-30 minutes
PHASE II RECOVERY ROOM 2 HR,370.0,phase ii recovery room 2 hr
PHASE II RECOVERY ROOM 3 HR,590.0,phase ii recovery room 3 hr
PHASE II RECOVERY ROOM 4 HR,695.0,phase ii recovery room 4 hr
PHASE II RECOVERY ROOM 5HR,965.0,phase ii recovery room 5hr
PHASE II RECOVERY ROOM OVER 6 HR,1430.0,phase ii recovery room over 6 hr
"PHENCYCLIDINE (PCP), URINE QUANT",45.0,"phencyclidine (pcp), urine quant"
PHENERGAN 25MG SUPPOSITORY,14.0,phenergan 25mg suppository
PHENOBARBITAL,146.0,phenobarbital
PHENYLALANINE,262.0,phenylalanine
PHENYLALANINE (PKU),150.0,phenylalanine (pku)
PHENYLEPHRINE 10MG/1ML VIAL IV,10.0,phenylephrine 10mg/1ml vial iv
PHENYTOIN CHEWTAB [50 MG],5.0,phenytoin chewtab [50 mg]
PHENYTOIN DILANTIN FREE,71.0,phenytoin dilantin free
PHENYTOIN TOTAL,145.0,phenytoin total
PHLEBOTOMY THERAPEUTIC (SEP PROC),205.0,phlebotomy therapeutic (sep proc)
PHOSPHATASE ALKALINE,58.0,phosphatase alkaline
PHOSPHATASE ISOENZYMES,135.0,phosphatase isoenzymes
PHOSPHORUS INORGANIC,70.0,phosphorus inorganic
PHOSPHORUS INORGANIC URINE,70.0,phosphorus inorganic urine
PHYSICIAN FEE - NEPHOLOGY,180.0,physician fee - nephology
PHYSICIAN FEE - NEPHROLOGY,312.0,physician fee - nephrology
PHYSICIAN FEE - NEUROLOGY,290.0,physician fee - neurology
PICC 21G NEEDLE GUIDE KIT W/PROBE,60.0,picc 21g needle guide kit w/probe
PICC 3 FRENCH SINGLE LUMEN,660.0,picc 3 french single lumen
PICC 3 FRENCH SOLO KIT,600.0,picc 3 french solo kit
PICC LINE INSERTION,2320.0,picc line insertion
PICC MICROINTRODUCER KIT,175.0,picc microintroducer kit
PICC PLUS STABI DEVICE PICK0116,36.0,picc plus stabi device pick0116
PICC POWER DOUBLE LUMEN,820.0,picc power double lumen
PICC POWER SINGLE LUMEN,800.0,picc power single lumen
PICC PROBE COVER,60.0,picc probe cover
PICC SOLO 4FR SINGLE LUMEN 1194108D,600.0,picc solo 4fr single lumen 1194108d
PICC SOLO 4FR SINGLE LUMEN BIOPATCH,600.0,picc solo 4fr single lumen biopatch
PICC SOLO 5FR DUAL LUMEN 1295108D,500.0,picc solo 5fr dual lumen 1295108d
PIN COVER C-062,15.0,pin cover c-062
"PIN FIXATION STEINMENN 4MM X 9""",20.0,"pin fixation steinmenn 4mm x 9"""
PINN SECTOR W/GRIPTION 56MM,2363.0,pinn sector w/gription 56mm
PINWORM EXAM,75.0,pinworm exam
PIP DART STRAIGHT 2.5X30MM,1190.0,pip dart straight 2.5x30mm
PIPERACILLIN-TAZOBACTAM VIAL [4.5 GM],21.0,piperacillin-tazobactam vial [4.5 gm]
PLATE LOCKING 3RD TUBULAR 7 HOLE,1130.0,plate locking 3rd tubular 7 hole
PLATE MAXFORCE MTP XLONG 0-0 LEFT,5407.0,plate maxforce mtp xlong 0-0 left
"PLATE MAXFORCE MTP, PETITE 5-5 RT",3848.0,"plate maxforce mtp, petite 5-5 rt"
PLATE STANDARD LAPIDUS RIGHT,6610.0,plate standard lapidus right
PLATELET ANTIBODIES,635.0,platelet antibodies
PLATELET COUNT(AUTO),62.0,platelet count(auto)
PLATELET NEUTRALIZATION,217.0,platelet neutralization
"PLATELETS, PHERESIS, LEUKOCYTES IRRADIAT",1960.0,"platelets, pheresis, leukocytes irradiat"
"PLATELETS, PHERESIS, LEUKOCYTES REDUCED",1545.0,"platelets, pheresis, leukocytes reduced"
"PLATELETS, PHERSIS, PATHOGENREDUCE EA UN",1895.0,"platelets, phersis, pathogenreduce ea un"
PLAVIX 75MG TAB,2.5,plavix 75mg tab
PNEUMATIC ANKLE WALKER BOOT SHORT MEDIUM,100.0,pneumatic ankle walker boot short medium
PNEUMATIC ANKLE WALKER BOOT SHORT SMALL,134.0,pneumatic ankle walker boot short small
PNEUMATIC ANKLE WALKER BOOT SHORT XL,88.0,pneumatic ankle walker boot short xl
PNEUMATIC WALKER BOOT DELUXE SHORT LARGE,134.0,pneumatic walker boot deluxe short large
PNEUMATIC WALKER BOOT DELUXE TALL LARGE,107.0,pneumatic walker boot deluxe tall large
PNEUMATIC WALKER BOOT DELUXE TALL SMALL,107.0,pneumatic walker boot deluxe tall small
POLYSOMNOGRAPHY >4 PARAMETERS OF SLEEP,3865.0,polysomnography >4 parameters of sleep
"POLYSOMNOGRAPHY W/CPAP, ATTENDED BY TECH",4415.0,"polysomnography w/cpap, attended by tech"
POOLE SUCTION TIP,9.0,poole suction tip
"PORT 20G 1"" ACCESS SYSTEM",76.0,"port 20g 1"" access system"
POST VASECTOMY SPERM COUNT,177.0,post vasectomy sperm count
POSTPARTUM CARE,500.0,postpartum care
POSTPARTUM HEMORRHAGE SYSTEM,2250.0,postpartum hemorrhage system
POTASSIUM CHL PREMIX [10 mEq/100 mL],17.0,potassium chl premix [10 meq/100 ml]
POTASSIUM CHL PREMIX [40 mEq / 1000 mL],40.0,potassium chl premix [40 meq / 1000 ml]
POTASSIUM CHLORIDE ER TAB [10 MEQ],2.5,potassium chloride er tab [10 meq]
POTASSIUM CHLORIDE ER TAB [20 MEQ],2.5,potassium chloride er tab [20 meq]
POTASSIUM SERUM,60.0,potassium serum
POTASSIUM URINE,62.0,potassium urine
POVIDONE-IODINE OINT [10%],7.0,povidone-iodine oint [10%]
POWERGLIDE MIDLINE KIT,460.0,powerglide midline kit
POWERPICK 0 DEG 4MM,283.0,powerpick 0 deg 4mm
PRAMIPEXOLE TAB [0.5 MG],3.0,pramipexole tab [0.5 mg]
PREALBUMIN,135.0,prealbumin
PREDNISOLONE 15 MG/5 ML 1 DOSE SOL ORAL,4.0,prednisolone 15 mg/5 ml 1 dose sol oral
PREDNISONE 20MG TAB,2.5,prednisone 20mg tab
PREDNISONE 5MG TAB,2.5,prednisone 5mg tab
PREGABALIN CAP [25 MG],2.5,pregabalin cap [25 mg]
PREGNANCY TEST,135.0,pregnancy test
PREGNANCY TEST URINE,95.0,pregnancy test urine
PRESS PATCH,27.0,press patch
"PRESSURE INFUSION BAG, 1000ML",26.0,"pressure infusion bag, 1000ml"
PREVALITE 4GM POWDER,5.0,prevalite 4gm powder
PREVENA PLUS CANISTER,97.0,prevena plus canister
PREVENA PLUS KIT,1313.0,prevena plus kit
PRIMIDONE ASSAY,128.0,primidone assay
PRIMIDONE TAB [50 MG],2.5,primidone tab [50 mg]
PROCALCITONIN,255.0,procalcitonin
PROCARDIA (NIEFEDIPINE) 10MG CAPSULE,2.5,procardia (niefedipine) 10mg capsule
PROCHLORPERAZINE VIAL [10 MG/2 mL],17.0,prochlorperazine vial [10 mg/2 ml]
PROGESTERONE,155.0,progesterone
PROINSULIN,200.0,proinsulin
PROLACTIN,185.0,prolactin
PROLIA 60MG/1ML SYRINGE SUBQ,2519.0,prolia 60mg/1ml syringe subq
PROLONGED OFFICE E/M EACH 15 MIN,65.0,prolonged office e/m each 15 min
PROMETHAZINE AMP [25 MG / ML],13.0,promethazine amp [25 mg / ml]
PROPYLTHIOURACIL TAB [50 MG],9.0,propylthiouracil tab [50 mg]
PROSCAR 5MG TAB,3.0,proscar 5mg tab
PROSTATE SPEC ANTIGEN-PSA,145.0,prostate spec antigen-psa
PROSTIN VR PEDIATRIC 500MCG/1ML AMP IV,294.0,prostin vr pediatric 500mcg/1ml amp iv
PROTAMINE SULFATE VIAL [250MG/25ML],123.0,protamine sulfate vial [250mg/25ml]
PROTEIN C,215.0,protein c
PROTEIN ELECT FRACT QUAN,130.0,protein elect fract quan
PROTEIN S,275.0,protein s
PROTEIN TOTAL,65.0,protein total
"PROTEIN, TOTAL:  OTHER SOURCE",63.0,"protein, total: other source"
PROTHROMBIN COAG FACTOR II (MOLDX ZB4VR),490.0,prothrombin coag factor ii (moldx zb4vr)
PROTHROMBIN TIME,70.0,prothrombin time
PSA FREE,150.0,psa free
PSA TOTAL SCREENING MEDICARE,145.0,psa total screening medicare
PSYCHIATRIC DIAG EVAL W/MEDICAL SERVICES,75.0,psychiatric diag eval w/medical services
PSYCHIATRIC DIAGNOSTIC EVALUATION,75.0,psychiatric diagnostic evaluation
PT ELECTRICAL STIMULATION,72.5,pt electrical stimulation
PT EVAL HIGH COMPLEX 45 MIN,260.0,pt eval high complex 45 min
PT EVAL LOW COMPLEX 20 MIN,180.0,pt eval low complex 20 min
PT EVAL MOD COMPLEX 30 MIN,215.0,pt eval mod complex 30 min
PT GAIT TRAINING,105.0,pt gait training
PT MANUAL THERAPY,115.0,pt manual therapy
PT MASSAGE THERAPY,65.0,pt massage therapy
PT NEUROMUSCULAR REEDUCATION,110.0,pt neuromuscular reeducation
PT PARAFFIN BATH,75.0,pt paraffin bath
PT POSITIONING KIT BENCH CHAIR,248.0,pt positioning kit bench chair
PT RE-EVAL EST PLAN CARE,120.0,pt re-eval est plan care
PT THERAPEUTIC ACT/15 MIN,115.0,pt therapeutic act/15 min
PT THERAPEUTIC EXER,110.0,pt therapeutic exer
PT ULTRASOUND,80.0,pt ultrasound
PTH RELATED PEPTIDE,226.0,pth related peptide
"PTT, PLASMA FRACTION",114.0,"ptt, plasma fraction"
PULM FUNCT TST PLETHYSMOGRAP,570.0,pulm funct tst plethysmograp
PULMONARY REHAB W/ OXIMETRY MONITORING,385.0,pulmonary rehab w/ oximetry monitoring
PULMONARY REHAB W/O OXIMETRY MONITORING,385.0,pulmonary rehab w/o oximetry monitoring
PULMONARY STRESS TEST (6 MINUTE WALK),475.0,pulmonary stress test (6 minute walk)
PUNCH BIOPSY OF SKIN,120.0,punch biopsy of skin
PUNCH BIOPSY OF SKIN EA ADD LESION,60.0,punch biopsy of skin ea add lesion
PUNCTURE ASPIRATION ABSCESS,250.0,puncture aspiration abscess
PUTTY PREHYDRATED 1CC,1811.0,putty prehydrated 1cc
PYRIDIUM (PHENAZOPYRIDINE) 100MG TAB,2.5,pyridium (phenazopyridine) 100mg tab
QUANTITATION OF DRUG,240.0,quantitation of drug
RABIES IMMUNE GLOBULIN [300 UNITS/2 mL],1759.0,rabies immune globulin [300 units/2 ml]
RABIES VACCINE [2.5 UNITS],799.0,rabies vaccine [2.5 units]
RACEPINEPHRINE NEB 2.25% [0.5 mL],5.0,racepinephrine neb 2.25% [0.5 ml]
RANOLAZINE TAB [500 MG],2.5,ranolazine tab [500 mg]
RAPID RHINO (5.5 CM),175.0,rapid rhino (5.5 cm)
RAPID RHINO (7.5 CM),178.0,rapid rhino (7.5 cm)
RASP SMALL TEAR CROSS CUT,331.0,rasp small tear cross cut
RBC LEUKOCYTES REDUCED,586.0,rbc leukocytes reduced
RBC LEUKOREDUCED IRRADIATED,676.0,rbc leukoreduced irradiated
REAMER MTP CONE 20 MM,1118.0,reamer mtp cone 20 mm
REAMER MTP CONE 22MM,1118.0,reamer mtp cone 22mm
REAMER MTP CUP 20MM,1118.0,reamer mtp cup 20mm
REAMER MTP CUP 22MM,1024.0,reamer mtp cup 22mm
RED BLOOD COUNT ONLY,32.0,red blood count only
REDUCE TESTIS TORSION,7303.0,reduce testis torsion
REDUCTION OF DISLOCATION,829.0,reduction of dislocation
REGLAN (METOCLOPRAMIDE) 10MG TAB,2.5,reglan (metoclopramide) 10mg tab
REGLAN 10MG/2ML VIAL SOL  IV,10.0,reglan 10mg/2ml vial sol iv
REM RETURN ELECTRODE (ADULT),11.5,rem return electrode (adult)
REM RETURN ELECTRODE (PEDIATRIC),20.5,rem return electrode (pediatric)
REMDESIVIR VIAL [100 MG],1143.0,remdesivir vial [100 mg]
REMERON (MIRTAZAPINE) 15MG TAB,2.5,remeron (mirtazapine) 15mg tab
REMOVAL DEVITAL TISSUE WOUND WET/DRY,175.0,removal devital tissue wound wet/dry
"REMOVAL DEVITALTISSUE, WOUND; W/O ANES",175.0,"removal devitaltissue, wound; w/o anes"
REMOVAL FOR. BODY CORNEAL,130.0,removal for. body corneal
REMOVAL FOR. BODY EXTERNAL,111.0,removal for. body external
REMOVAL FOREIGN BODY FROM FOOT,460.0,removal foreign body from foot
"REMOVAL FOREIGN BODY, FOOT, SUBQ",1170.0,"removal foreign body, foot, subq"
REMOVAL IMPACTED CERUMEN W/ INSTRUMENT,130.0,removal impacted cerumen w/ instrument
REMOVAL IMPACTED CERUMEN W/ IRRIGATION,45.0,removal impacted cerumen w/ irrigation
REMOVAL IUD,186.0,removal iud
REMOVAL NON-BIODGRAD DRUG DELIV IMPLANT,510.0,removal non-biodgrad drug deliv implant
REMOVAL OF BREAST LESION,2325.0,removal of breast lesion
REMOVAL OF FOREIGN BODY,500.0,removal of foreign body
REMOVAL OF IMPLANT; DEEP,2525.0,removal of implant; deep
REMOVAL OF IMPLATED PORT,2100.0,removal of implated port
REMOVAL SKIN TAGS,180.0,removal skin tags
REMOVAL TUNNEL CENTRAL VEN CATHW/O PORT,470.0,removal tunnel central ven cathw/o port
